id,source,content,type
178,https://www.facebook.com/diariodecuyoweb/posts/pfbid02JXaziQxZk5Wz6ZJEdtf9QMfMMkTJoGqXwxVNUEhEudEzJJ9rx8i23maZxq869AEol,"[ESPECTÁCULOS]
Explosión en las redes sociales y portales por las fotos.",Entretenimiento
179,https://www.facebook.com/telesoldiario/posts/pfbid0vdN6kRGyiSRaDK5uqcgeWYW6VcRVtQVa31mRH3XCzaT6XZpK8aSCwQb7J6XdNEcgl,"OCURRIÓ EN RIVADAVIA 

El damnificado tiene 24 años y quedó internado. La Policía investiga qué fue lo que sucedió.",Enfermedades y siniestros
181,https://www.facebook.com/diariodecuyoweb/posts/pfbid033bYs3GeiBHSv9Bg1ERxmnuga4Eh3hrrqzcXoPn6VpCfpo4jbDRaFLZRohao73pCNl,"[DECESO]
El joven de 30 años y oriundo de La Bebida, había chocado en su moto contra un auto. Su familia donará los órganos.",Enfermedades y siniestros
182,https://www.facebook.com/canal13sanjuantv/posts/pfbid0Ga1W4rw7fp4rkvPnLFNFWYuDd5fQijbg5PxffzeTbksGouEU2BGrXNpnyjWKRvwJl,"El accidente automovilístico en cuestión se había dado el pasado jueves 8 de junio, cuando la víctima viajaba en moto. #canal13 #sanjuan",Enfermedades y siniestros
183,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0EHs8sdhpLxiYcTQojCoL4n6gQ7HR2WvcrRkTcd9KbG91dQPHYkXoMyhnaX9VDWbWl,"VIOLENCIA DE GÉNERO EN SAN JUAN
Condenado por golpear en la cara a su ex porque ella le recriminó alimentos para sus hijos.",Seguridad
184,https://www.facebook.com/canal13sanjuantv/posts/pfbid0KKg7APzinUbN7PtV57tZrCTsxM8joZdMzJuzRvmGCfknFknkkoAVKWx6pxxRngLil,"El gobernador hablo sobre esta posibilidad de que un mismo candidato aspire a dos cargos, ""“es como jugar es como jugar en la quiniela la cabeza y hasta los diez”, expresó. #canal13 #sanjuan",Política
185,https://www.facebook.com/DiarioHuarpe/posts/pfbid0V69XmdoiEtsJJQhmMnXKvAwDXzCuWUXCfsSkUzZWec13sGS8V5oBkDy4vET791VDl,En 2016 la acumulación de nieve casi duplicó a la del periodo 2022-2023. Una imagen deja clara las diferencias entre lo que fue un año abundante y la realidad actual.,Clima y fenómenos naturales
186,https://www.facebook.com/sanjuan8/posts/pfbid0fKV97VeAEQ8gK1u89zxjDfLm58rvZesBqUwJJsMcNkJXQK1jKga6wkkn55LTnnAkl,"VIERNES POLAR EN SAN JUAN ❄️🌬️

El frió se apodera del último día de la semana y la mínima llegó a los -3°C segun el SMN el sol elevará la temperatua a 15°C ☃️✨

¡Ya llega el invienrno!🧣🌞",Clima y fenómenos naturales
187,https://www.facebook.com/RadioDelSur101.1/posts/pfbid033mGc7Jpeod5QC4CWNFjnGF73eV76w51S9oBf7SRxfdBsyDP5rRsw9S21VxkoZLDHl,👇 MIRA LO QUE DICEN DESDE NACIÓN,Gestión de gobierno
188,https://www.facebook.com/DiarioMovilOK/posts/pfbid0DSPkTpounpdcQSY9VCopTSus2TvFDCCgnV8GHKsrE75UfJFQvGNQ5vPKpzANFg27l,"OLA POLAR SAN JUAN 😞🥶
No se prevé un repunte de la temperatura para lo que resta de esta semana o la próxima. La jornada de hoy comenzó con una sensación térmica de 4 grados bajo cero. El día del padre será el menos frío, con una temperatura máxima de 16 grados. ¡ALERTA!",Clima y fenómenos naturales
189,https://www.facebook.com/telesoldiario/posts/pfbid02vgChoEMramdaAxVQyDxnJRePu5fCdMrmP6uiBbbUcqYoZqx9jVjvX3fwcHMPHBSnl,"HUBO SOLUCIÓN TRAS LA REUNIÓN CON EDUCACIÓN

Los padres reclamaron porque la escuela fue creada para contener a 200 alumnos y cursan 600, ahora, sumarán módulos para que cursen en ellos.",Educación
191,https://www.facebook.com/diariodecuyoweb/posts/pfbid02hVqkyzcLmEpAL1UXNShQFERCZsU5j66kufSuZhkRpAf7Dy8zMz4tKCBKsz9uQft2l,"[ESCUELA EN SARMIENTO]
Los chicos del establecimiento volverán a las aulas el miércoles, después de 2 semanas sin asistir. En el edificio falta espacio y había riesgo eléctrico, lo que demandó reparaciones.",Educación
192,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02eaM5SDd26NrCyNzD5asZ1egjSqCniNMpEbNVXPsKZiSzJ1VNakgwDpHejsmPzQ8ml,Ocurrió en la Ruta Provincial 28. El conductor no se percató de un desvío y terminó volcando.,Enfermedades y siniestros
193,https://www.facebook.com/LaPoliticaSJ/posts/pfbid02eQdLNBT5U9zQZcnbXN1T2JMbWwqvYC8AuKWLtfs99gpDX41Vhy8oqXiwaaSaLTGHl,"El candidato a gobernador visitó Jáchal, se reunió con los vecinos, le comentó cuáles son sus objetivos y escuchó sus inquietudes.",Política
194,https://www.facebook.com/telesoldiario/posts/pfbid02A2qAwDEYnAiorQDVHdPjbAz4SkSbt5KwhX97vFGk6Rap3z8uMicSrg6efsarG9TSl,"CON BUEN HUMOR

El Sumo Pontífice salió del Hospital Gemelli de Roma y envió un mensaje al país.",Religión
195,https://www.facebook.com/diariodecuyoweb/posts/pfbid02wdF8jNkGUq8YuXCpNZDHmAWD9QNCe5tWWFfBck7bFQohTuCgGcAopKYZgpoLqUVTl,"[PARA COMER SIN CULPAS]
Lo hicieron luego de la implementación de la Ley de Promoción de la Alimentación Saludable.",Notas de interés
196,https://www.facebook.com/canal13sanjuantv/posts/pfbid0nQfNomrjP9K6GfnDn6tVK4RGKpFf77tbRbdwpMj9YRGW5rhbajxnjJhzmLZ29rbWl,"Los abogados del joven acusado de ultrajar a una menor de edad dentro de los baños del colegio, manifestaron que no había razón para aprehender al acusado. #canal13 #sanjuan",Seguridad
197,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0287eyEtuyhSxqWsNXpmmgaNWQ7THpUthVJUGdSLHuV5iRqQpZ4f9D8uafdM2gVtwVl,👇 CALENDARIO DE PAGOS DE ANSES,Gestión de gobierno
198,https://www.facebook.com/elsoldesj/posts/pfbid0y9ADMkD1FP7XayxsreZSoFy2k51wwMBo7FZJNgdZBaRa1rkb5xGEBST18pRZ8VdAl,¿El finde largo estará pasado por agua?🥶😳,Clima y fenómenos naturales
199,https://www.facebook.com/telesoldiario/posts/pfbid02aEj7TGiH8VmJeSYfbFjCiR2W24b1AuDsz1aBHVX2GUHRio5YNvudEwwig6jToq4Hl,"APOYO ECONÓMICO 

Jorge Armendáriz, secretario de Tránsito y Transporte, comentó a Telesol que ya salió la adenda, pero todavía no tienen fecha precisa de cuándo girarán el pago.",Transporte
200,https://www.facebook.com/DiarioMovilOK/posts/pfbid0ZVoqUr11iHe7Ms2gVtgFN13ty4b54mTC6h8xQ3mkAKPRs2dGi38PDdsfua7iou3ol,"EL DÍA DEL CURA BROCHERO 😇🙏🏻
Hoy, como los 16 de cada mes, los católicos celebran el Día de San José Gabriel del Rosario Brochero, el primer santo argentino. Al Cura Brochero se le atribuye un milagro en San Juan y la devoción por el santito es cada vez más grande. Los fieles comparten la imagen del santo y piden por una bendición. ¿QUÉ LE PEDÍS VOS?",Religión
202,https://www.facebook.com/ElBastonInforma/posts/pfbid0dn9myiGWpqHA5DYV1HQk3WoRMndfJJiSakxVFr7qU2HMmT3po6AervW7uv5yvzhol,"🥶 TA´ HELAO´
Para hoy la máxima alcanza los 15 grados. Se espera un fin de semana con temperaturas similares aunque prevén desde el lunes un bajón.",Clima y fenómenos naturales
203,https://www.facebook.com/diariodecuyoweb/posts/pfbid02Ai37vjYYDv1wk76axeqk8pEzgDMCjdtJR94JK4XDVd6hSbSfmgXzjDZWrWhyk6wUl,"[VIDEOS]

Luego de un breve debate iniciado el miércoles, la Convención Constituyente de Jujuy aprobó la reforma parcial de la Constitución.",Política
204,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02fntxj9BRpdMJe3Xfy68KLfyXeQQ4jAVrjFqMvQWGFTzaZFrc7Zm5Jnm5RR1G3u8Xl,"DENUNCIA⭕
La Joaqui realizó una fuerte denuncia tras alejarse de los escenarios",Entretenimiento
205,https://www.facebook.com/canal13sanjuantv/posts/pfbid02KpwarFj4KLb2AiB8hf1r6DhJs2cNmShSdYxtiaqamiQnZxbVocrAZv3PEY3GkwMQl,Se trata del concurso que busca darle su toque de arte a la patria y toda la familia puede participar. #canal13 #sanjuan,Notas de interés
206,https://www.facebook.com/canal13sanjuantv/posts/pfbid02PiMLxZVtUGVoAksVuWKLuK39HBGRUXepskGj1Unxv7f2dgDAdy4iQgiQKuTnDDT2l,El hombre manejaba su unidad cuando de repente se descompensó provocando un fuerte choque que además lo dejó a él en grave estado. #canal13 #sanjuan,Enfermedades y siniestros
207,https://www.facebook.com/DiarioMovilOK/posts/pfbid02wmesCyruy26uKEuKmgGihYgjA5GxXr1CkKBPP2h4H5P3Xb67a87bGsRtLY3AuneKl,"UN HOSPITAL PEDIÁTRICO EN RAWSON? 🤔
Es una de las principales propuestas de Marcelo Orrego y su plataforma política. El diputado nacional y candidato a Gobernador por Cambia San Juan dijo que «es algo estratégico en el mapa de San Juan». ¿QUÉ OPINÁS?",Política
208,https://www.facebook.com/diariodecuyoweb/posts/pfbid02PuvmY3Vzsty3Fo1qx4YnqDdsmWFdr11LCg6kZSPVkPeM8Gx9kuf2kBuB9X32AbWMl,"[TRISTEZA]
El deportista de 26 años había sido encontrado inconsciente en el agua de un barranco, luego de accidentarse en la quinta etapa.",Enfermedades y siniestros
209,https://www.facebook.com/canal13sanjuantv/posts/pfbid02w4bDGn5eu5EHdAG27cBCueskvR5C6o2VknaRxRTmNKwPCnqmtNcrj7rydG8sXhbHl,"Los Beneficios ANSES se perfilan como una opción atractiva para aquellos jubilados, pensionados y demás beneficiarios del organismo previsional. #canal13 #sanjuan",Gestión de gobierno
211,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0oTGpq26YnZqYVTwo6LJ7mLZG3Qx6RmRXKatJiNhjpELEZADPyrn3R88CFVxWVnbel,El senador nacional se mantiene firme en su decisión de no ser candidato en las próximas elecciones nacionales.,Política
212,https://www.facebook.com/telesoldiario/posts/pfbid0dp1TVA6gcHpvqEJUcFdLsN74HpyTXPpN6nRgh25GrYh9KnJvhBrMA2Yz26XU7LK8l,"ELECCIONES 2023

El candidato a gobernador de ""Vamos San Juan"" destacó la unidad de la subagrupación y explicó que eso los fortalece para trabajar para los comicios.",Política
213,https://www.facebook.com/DiarioMovilOK/posts/pfbid029bPJjzP4UBUNppgUtp7GTCADNwkUPwL6u3poH7nBtgE355oU8CSfB466TtuMAXxil,"LA PLAZA DE BROCHERO EN SAN JUAN 🙏😇
En el predio Gaucho Manuel Rodríguez de Angaco, se encuentra la recientemente inaugurada plaza en homenaje al Cura Brochero. Este espacio, que despierta la devoción de muchos fieles, alberga la imagen del santo argentino en un original paseo. ¿YA LA VISITASTE?",Religión
214,https://www.facebook.com/canal13sanjuantv/posts/pfbid0F82Y8FBXbJZciPPAYuJPvHkzdDzHgiWHLaopAYRP2TbmBrgMQJUdXHNsesucYDFel,"Mariela Pasten, madre de una estudiante de la Escuela Agrotécnica ubicada en Sarmiento, comentó que desde el Gobierno se comprometieron a la creación del nuevo edificio. #canal13 #sanjuan",Educación
215,https://www.facebook.com/ElBastonInforma/posts/pfbid0yJSctyMrADH49s8xE6axYP4GP33RRUDd7k3KZ5Nt3fTtMwbcrmu5RPcya3QXSryyl,"☑️ MÁS DE 2000 VECINOS BENEFICIADOS
La red cloacal habilitada en este jueves corresponde al barrio Área II.",Política
216,https://www.facebook.com/DiarioHuarpe/videos/1326164284967449/,ELECCIONES 2023,Política
217,https://www.facebook.com/diariodecuyoweb/posts/pfbid0K3BeMo2kbxY1w9xB9uXdSiNddvncjfixGTmnt6UPfC7FVhonogkPxLG8etXuyQbel,"ESPECTÁCULOS
Los seguidores quedaron impactados con las fotos.",Entretenimiento
218,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0Jy2wp6MKKrAtH3HJFvaguWQwNoKe2gk4ZhJxXxnJR8zrspy7nRSaaUKPHFMiy8oLl,"JUSTICIA ‼
Caso Colegio Luján: el acusado de abuso sexual tuvo su primera audiencia judicial",Seguridad
219,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0Hxw8j3C7bQFvFCjki4KZvCZDwHqypyGnDNvMjvHBmi8EMBgLuiJnUo8ZU59RqcyWl,"ABUSO SEXUAL EN EL COLEGIO LUJÁN
El acusado de violar a una niña de 15 años frente al juez por primera vez.",Seguridad
220,https://www.facebook.com/telesoldiario/posts/pfbid0GEgMJzM1MEuXKaaJAMH3u6V2ihcDqDucbe2wDwwYaVGGR1hs1gLyxomcwTZpzPM8l,"LE ROBARON A UNA NENA

El hecho ocurrió en las inmediaciones del Colegio Santa María, que se encuentra en el barrio San Martín.",Seguridad
221,https://www.facebook.com/LaPoliticaSJ/posts/pfbid02mXYtkU6wdoqdcFHrURze9noMV85eXDeeXBVWp6cAXe5Y7ER1mTHWCxmt3WLtWiuUl,"El candidato a vicegobernador de Vamos San Juan participó de actividades en centros de jubilados, se reunió con los militantes y caminó las calles de Rawson, Chimbas y Rivadavia.",Política
223,https://www.facebook.com/diariodecuyoweb/posts/pfbid0ZoVyVgGW7MQSQL6jYJhNXB4aqLTtavdYAC3pXBTEPXNyyH438attkCMiTmnSFNzMl,"[ACTO EN SANTA CRUZ]
La Vicepresidenta lanzó duras críticas al sector que representa Alberto Fernández por el cierre de alianzas: “Cuando uno tiene responsabilidad de Gobierno, la responsabilidad es que haya la menor conflictividad posible”",Política
224,https://www.facebook.com/diariodecuyoweb/posts/pfbid0e2MDk4PDWkkSH8t1MmCuGYTd1nnFkijngZgQLBdEctrb3PD2GaaX3RYWrjARD4fNl,"[GREMIO DOCENTE]
Competirán dos listas encabezadas por mujeres y se dará la renovación tras los seis mandatos de Julio Rosa.",Educación
225,https://www.facebook.com/canal13sanjuantv/posts/pfbid02MDDDDDTQfno738wNNHfgpj9CjHVUdVecjqr75GwHCQCqFMPBxbQbyRq7FZ3gXfntl,"Canal 13 recorrió el espacio donde llegan los turistas y dialogó con empresarios para ver cómo iba la venta de pasajes, en la previa de un fin de semana extra largo. Además, Ischigualasto y Barreal, los destinos más consultados de turistas. #canal13 #sanjuan",Economía
226,https://www.facebook.com/DiarioMovilOK/posts/pfbid0tzu1BsnpqQFGQ3sKs63RtXxxcncZPt65wfCN8XASiygPDBYxkgGgiAVdaSjdT5c3l,"OTRO RECLAMO DE LA BOERO 🤔
Una mamá de la Escuela Boero expuso que su hijo no cuenta con las mejores condiciones para aprender, al igual que sus compañeros. Pidió alguna solución. ¿QUÉ OPINÁS?",Educación
227,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02C3gkY4oQ8jDjLbh4MLHunzDJb8LSqhLCkYcDZ38oekQiE7663bKff2ao8hbLWo54l,"POLICIALES 🚨
Siniestro vial en Rivadavia: un motociclista resultó herido",Enfermedades y siniestros
228,https://www.facebook.com/canal13sanjuantv/posts/pfbid07ygdmKibMmHFXD2hebFoEmNTs9SAiiSxRFYcLyS3ysPhZ88F7hNWNmNa7EQriDU5l,"El episodio en cuestión se vivió durante el pasado jueves 15 de junio, justo en la puerta de un establecimiento educativo. #canal13 #sanjuan",Seguridad
229,https://www.facebook.com/canal13sanjuantv/posts/pfbid023ZhDZp5bzR9HoT8kLUqakdKBHex9ZUqp6SDs8nvZHdz3Wp4fM8yyfFzrRi66MJvNl,Esto fue decidido por el juez de Garantías que presidió la audiencia de formalización que se llevó a cabo este mismo viernes. #canal13 #sanjuan,Seguridad
230,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02sZ2Hj1FkREfue66VtzcFhdVirK8PQXmvtXih5CYpY6NEj5XcJvRYX5XDeqUmjcq7l,"⚠URGENTE⚠
Al joven acusado de la violación en el Colegio Luján le dictaron prisión preventiva y la deberá cumplir en el Servicio Penitenciario Provincial.",Seguridad
231,https://www.facebook.com/diariodecuyoweb/posts/pfbid02ekPpes4HWC51c4zdUtavuPwMLQvnDoTC7qH33BbmC7PK4w6rUzBYq9oyrLfybXWnl,"[ESCANDALOSO CASO]
Se trata de la audiencia de formalización de detención.",Seguridad
232,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid068DmefRG19HbH4yaoxmuq18H6YciTtxgeW36BQoB5v1eAnGpT3TzJuJhgwhxKvHnl,A partir del 1° de julio aumenta más de un 40% el nivel de facturación en las escalas del impuesto.,Economía
233,https://www.facebook.com/telesoldiario/posts/pfbid02w67tdceVtuMKfEFazu5RbFfw2Czej34BJy4Xp18aabfvDujw4PgjTmWM9DdNg2Ufl,"OBRAS EN CAUCETE

La red cloacal habilitada corresponde al barrio Áreas II y beneficiará a unos 2130 habitantes.",Gestión de gobierno
234,https://www.facebook.com/canal13sanjuantv/posts/pfbid08QoVowJktFTRSgFQUAcSTrKfp9vf2Wcqu3osUXe45j2MdKWbyvQkNt6cJnvGCkP1l,"En apenas ocho días podría haber nombres impresos por duplicado, en la boleta para gobernador y también en la boleta para senador o diputado nacional. #canal13 #sanjuan",Política
235,https://www.facebook.com/sanjuan8/posts/pfbid02tzgGxFP7YqU15zRmLFzTdPCG6pS2x5cXB4fmhLf7YEJaR7cxUXzSzaj8EpN841Ynl,"ÚLTIMO MOMENTO 

Declaró el acusado de abuso sexual en el colegio ",Seguridad
236,https://www.facebook.com/diariodecuyoweb/posts/pfbid02xMqVTejUPFY2s3ne5yzx6945msnWz4qjST3VEAPiDjKjrkaUDAW3y2xUvwbMWCPbl,"SAN JUAN 
Se trata del Bachillerato Columna Cabot.",Educación
237,https://www.facebook.com/DiarioMovilOK/posts/pfbid02e8MZmDdkymoMBRkcRi1LgeZEPywGPKHKNEXXRiaTLyyFJJgp3sEWaZGtsYqHWy2Al,"UNA POSTAL DEL FRÍO EN SAN JUAN ❄️🤩❄️
En Parque Nacional el Leoncito de Barreal, la nieve copó los paisajes y este guanaco fue fotografiado en medio de las nevadas. La fotografía enamoró a miles de personas en las redes. ¡BELLEZA TOTAL!",Clima y fenómenos naturales
238,https://www.facebook.com/ElBastonInforma/posts/pfbid034FSpsbYWKhrhb7bnKTY2Zm5P6Vuzo3YikophwMVJzvoLJpfB6aB62i2qCmbj16rGl,"👵👴 CUIDADO DEL ADULTO MAYOR
El candidato a vicegobernador de Vamos San Juan participó de actividades en centros de jubilados, se reunió con los militantes y caminó las calles de los departamentos, acompañado por los vecinos y vecinas. Estuvo en Rawson, Chimbas y Rivadavia.",Política
239,https://www.facebook.com/canal13sanjuantv/posts/pfbid031M9qyHVohvUfwCe8VYLpkBvpjHhB15Ei3yFmMqAj2dcP6MDgPhBWyfJDGXyPyeXEl,El hombre era buscado por el asesinato a un hombre de 56 años. #canal13 #sanjuan,Seguridad
240,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02Vtzp683mEm2sVNEC75H2eb5TALXv7uYay2CeypX4j7X89wio5ecwWGVm5SgT9R5fl,"MUNICIPALES 🎨
""La Bandera de mi Patria"": Rivadavia lanzó un concurso de arte para toda la familia",Gestión de gobierno
241,https://www.facebook.com/elsoldesj/posts/pfbid02VzErTrGwoSpLvUZDZawtr5npmLAGc6DY7FX4NjU5qtoKi8QdKZ9cuN6EpEE2bKiVl,🚨Conmoción y escándalo,Seguridad
242,https://www.facebook.com/telesoldiario/posts/pfbid0q19rspF4qYWW3mZjCkWeZctF1UQx6GxvGFc1xjnvP1rAnTvGiSCQusU4qVvoUZedl,"SUMATE Y PARTICIPÁ

Se trata de un concurso de arte libre para niños, jóvenes y adultos. Cómo participar.",Gestión de gobierno
243,https://www.facebook.com/diariodecuyoweb/posts/pfbid0bmqsHsUY7LsEoqPTtct75Gfch1D3SKDDbsdbj3RHP7Mo88Bgo1xmV1YQhB8h132Nl,"[FÚTBOL: PRIMERA NACIONAL]
El plantel verdinegro terminará de definir la formación que jugará el domingo contra Gimnasia.",Deportes
244,https://www.facebook.com/telesoldiario/posts/pfbid03mpNXXkkUAtx2LZtVoW5T4VLN5kYNC3ApjCW61PTjSpjK7TJHD6N9YjBCVVgqCYSl,"¡CAMPEONES!

Los sanjuaninos se presentaron en la categoría colaborativa con una Italian Grape Ale.",Notas de interés
246,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid0ydt733hjQsUNWeuwAcKjyihgUziZedN5jwaUzaPXd1rXefkoYGgKTjX515o6J6TZl,"📌La clínica apuntada por comida vencida negó irregularidades y habló de un ""golpe bajo"" de ATSA",Seguridad
247,https://www.facebook.com/canal13sanjuantv/posts/pfbid0MeSU7FhWZ5jGwUzj9gQvGAfv8AeoLvZkWZu4T5vJG9AEM3fwSagvV5byVcnkStYwl,Una de ellas tiene financiamiento nacional y depende de los fondos que lleguen para su conclusión. La otra depende de fondos provinciales de coparticipación. #canal13 #sanjuan,Gestión de gobierno
248,https://www.facebook.com/diariodecuyoweb/posts/pfbid02ejdUySms1BCevS4wSGb6CtFLM9PzhcYCgSYo5CHiuBjG1bd1yMk5REbsvbXv1zWGl,"[PARA PROGRAMAR]
Desde el sábado hasta el martes inclusive habrá tres feriados. Cómo se moverá el termómetro en San Juan.",Clima y fenómenos naturales
249,https://www.facebook.com/RadioDelSur101.1/posts/pfbid07EKwMdSxxPuD554nxJNBnqkdgu9n5ihchAd2xxRhspaCiP7Qd8yFwDdVKsirCSoPl,"CAPITAL ⭕️
Aprehendieron a un menor de edad por robarse una gorra",Seguridad
250,https://www.facebook.com/canal13sanjuantv/posts/pfbid0YK7dhNGmmTwWMM382TGbMH1w2eHNzq4xNv18JJNR5ZoJmeGQR11TMnxbtdmdomBYl,"Los integrantes de la defensa del joven de 18 años señalado por el delito, aseguraron que no hay fundamentos para privarlo de su libertad. #canal13 #sanjuan",Seguridad
251,https://www.facebook.com/DiarioMovilOK/posts/pfbid0XSDuJvZo9eSYEdAWPP13j7jgXBbgVFkCiMLupLgZyaVe3rZq5SFNAkB5BqL4atsBl,"DESTROZARON A MILEI 🤔
Un ex candidato a gobernador de Javier Milei lo lapidó: ""Es una basura, mala persona, pelotud0 y ladrón"". Carlos Eguía, el ex postulante de La Libertad Avanza en Neuquén, contó situaciones que vivió con el dirigente libertario durante la campaña. ¿QUÉ OPINÁS?",Política
252,https://www.facebook.com/ElBastonInforma/posts/pfbid0cydQuNkXLh4bk48f1qwM75vBrKT9Jae7n9QSA3QRypTNyyEFdrd3SofFDMREwNwNl,"⚫🚴 TENÍA 26 AÑOS
El ciclista participaba de la quinta etapa cuando se lesionó y quedó inconsciente.",Enfermedades y siniestros
253,https://www.facebook.com/canal13sanjuantv/posts/pfbid031NMXBWoKvBpB74yVLQ3UF8rc7Uvn93Ab9FFdpZArM6o5tDxzheD7touWboK4H6jsl,"En el transcurso de la entrevista, el intendente actual de Capital compartió sus perspectivas respecto a su futuro en la política provincial. #canal13 #sanjuan",Política
254,https://www.facebook.com/DiarioHuarpe/posts/pfbid02HoKfZysnTkXuT9GCkLk78ENpkrZognYozT9a1tE7ZH9Q9GiAmScdn8A7p5fw9Z61l,Andino habló de las políticas impulsadas por Sergio Uñac tendientes a mejorar la calidad de vida de este sector de la población.,Política
255,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02ccSXAqS5ofyRYYuWjNjvUcX4sySP2cuuQJuFrCTVLDchuvXmmcJUge31nUyZ9xWbl,👉Escuela Agrotécnica de Sarmiento: confirmaron envío de 12 módulos para retomar las clases,Educación
256,https://www.facebook.com/telesoldiario/posts/pfbid02LJnoTwBb44AKr3pjx8R1W17KJKDQrW8YtTqEQ3gXWTMdtLQjEKau9EfKcnWMKWnBl,"IMPERDIBLE

El periodista de Telesol y AM 1020 relató aquella definición entre el Verdinegro y el Globo de Parque Patricios en el Hilario Sánchez.",Deportes
257,https://www.facebook.com/RadioDelSur101.1/posts/pfbid027TRypj7kvnkKBnHwDPov5cfLfrCpjrFarHUtbsC6oRdTXHSwnUFCTZX5iD5W313Ql,🔴 DIPUTADOS,Política
259,https://www.facebook.com/diariodecuyoweb/posts/pfbid02LEe8MU9FcSnDmkrHYvVU9JyeHr2xxu9CqVCsiM5UWS8t92UDi2Wu9uZNJ5zTGGK7l,"[IMPRESIONANTE VIDEO]
El fenómeno arrasó en Perryton, al norte del estado, mientras una nueva tormenta genera alertas en el sur de Estados Unidos.",Clima y fenómenos naturales
260,https://www.facebook.com/RadioDelSur101.1/posts/pfbid0KSfUE8fCMvBpUP1FRQDSkjtw5bd7TgRA4yfeNkETLGvNhwsMUj41fqarDHkBUHzXl,"LLEGÓ EL VIERNES 🤩
Vamos que ya esta Juan Paez, Susana Matamora y todo el equipo para acompañarte hasta las 13 hs🎙

Sumate con tu mensaje 📻📲",Otros
261,https://www.facebook.com/canal13sanjuantv/posts/pfbid0saE2QTTS4YdY1o3uCnHfJ9jdk6MB3QrwMaCU99KhfkBbh2MGKZL7TSicjqejh674l,"El organismo prohibió la comercialización de un desinfectante, insumos odontológicos y un producto médico. #canal13 #sanjuan",Salud
262,https://www.facebook.com/telesoldiario/posts/pfbid0zJKjnPNQCQVdtd2WtuyGZd7XAGjfNjQUBtpnBd1fCXzENPuoNs1q7GvzGFWKZALtl,"DESCONSOLADO

""Yo tengo muchísimas cosas para corregir"", afirmó el exparticipante de Gran Hermano entre lágrimas en una transmisión de Twitch.",Entretenimiento
263,https://www.facebook.com/DiarioMovilOK/posts/pfbid02ZwMyb3i7X76SrgzvGGFm9eQgEZ6gDQ9gm4xFqWtrW79ieHDJFMmNGSBwyuW7SBK7l,"SANTA CLARA SALIÓ A DEFENDERSE 🤔
El abogado del mismo nosocomio salió a desmentir los dichos del sindicato. «Lo que hace el sindicato es una actuación en consecuencia», afirmó Hernán Benítez, abogado de la clínica Santa Clara. ¿QUÉ OPINÁS?",Seguridad
264,https://www.facebook.com/tiempodesanjuanweb/posts/pfbid02e91a4SAQZ2ZcfejGQ4aA78z2p1raBKAirz65bftgdKDPchJ2k4i2TbKADTTVypUol,"Se trata de Gino Marder, de 26 años, quien fue encontrado ""inerte en el agua"" de un barranco. Hay otro ciclista hospitalizado con ""con contusiones y una conmoción cerebral""",Enfermedades y siniestros
265,https://www.facebook.com/sanjuan8/posts/pfbid02yCyrHcixK1u9tbnJpZddkRfrSXhuJbuyZFsGJiLHALa6zTSr9sHyJKWury6vNBA8l,"FINDE XXL 🇦🇷👍❤️

Con el impulso del PreViaje 4, se registraban altos niveles de reservas en todo el país para este fin de semana extra largo de cuatro días",Economía
266,https://www.facebook.com/DiarioHuarpe/posts/pfbid02U5cKgYjFMroroQynPMiHUNMLT3fv1da2UEvT17egbjx9GWxScxZWPuUWHv1HH9s1l,"Lucas Salinas, el único acusado por las agresiones sexuales dentro del Colegio Luján. Estará preso mientras se hace la investigación.",Seguridad
267,https://www.facebook.com/diariodecuyoweb/posts/pfbid02ZwUJyFTtSzt4hYDLLZrnK2JtxEPRmo2m9pPej5EVDMQFoAQPHwytgMFzTtJ1bjeUl,"[EN LAS REDES]
La actriz y comediante dio a luz a su primer hijo junto a Leandro Lopatín músico de Turf.",Entretenimiento
268,https://www.facebook.com/canal13sanjuantv/posts/pfbid035Yh5dEZDyG75tcy2W3kUoKKRzmRUKM2vYnm8eJm1xNMWzPeSR7ehuhsPRqRPq8Tql,"El ofrecimiento de cargos iba a realizarse el 19 y 20 de junio, pero se moverá de fecha por los feriados nacionales. #canal13 #sanjuan",Educación
269,https://www.facebook.com/RadioDelSur101.1/posts/pfbid02kwFyz4koy1XvdecLr55KjQeijGNDv281Mot49SkqHQUxSNL9SjbxAdhJ3LZ7AfBnl,"SINIESTRO VIAL 🔴
Dos motociclistas hospitalizados tras protagonizar un choque en Rivadavia",Enfermedades y siniestros
